question,answer,reference
האם יש כיסוי לחבות כלפי צד שלישי?,כן — ביטוח מבנה כולל גם חבות כלפי צד שלישי.,https://www.harel-group.co.il/insurance/mortgage/policies/pages/structural.aspx
כיצד מגישים בקשה להצטרפות?,הבקשה מוגשת דרך האתר או באמצעות סוכן ביטוח, בהתאם למידע באתר.,https://www.harel-group.co.il/insurance/mortgage/join
מה היתרונות של ביטוח משכנתא בהראל?,היתרונות כוללים כיסויים מגוונים לנזקי מבנה וכיסוי חיים למשכנתא עם חוסן פיננסי.,https://www.harel-group.co.il/insurance/mortgage
מה חשוב לדעת לפני לקיחת ביטוח משכנתא?,חשוב להבין אילו כיסויים נדרשים לך ולבדוק את התנאים המדויקים של הפוליסה.,https://www.harel-group.co.il/insurance/mortgage
למי מיועד ביטוח משכנתא?,הביטוח מיועד לבעלי משכנתא או לרוכשי דירה הזקוקים לכיסוי ביטוחי.,https://www.harel-group.co.il/insurance/mortgage
כיצד עובד ביטוח משכנתא?,הביטוח נכנס לתוקף עם לקיחת המשכנתא ומכסה אירועים בהתאם לפוליסה שנבחרה.,https://www.harel-group.co.il/insurance/mortgage
האם ניתן להרחיב את הביטוח?,ניתן להוסיף הרחבות כמו נזקי מים ורכוש נוסף בהתאם לתנאי הפוליסה.,https://www.harel-group.co.il/insurance/mortgage/policies/pages/structural.aspx
מה קורה במקרה של נזק?,במקרה של נזק יש להגיש תביעה דרך השירות בקבר באמצעות האזור האישי או סוכן הביטוח.,https://www.harel-group.co.il/insurance/mortgage
האם ביטוח משכנתא נדרש ע"י הבנק?,בדרך כלל הבנק דורש ביטוח משכנתא כמגן למשק הבית, בהתאם לדרישות הגורם המלווה.,https://www.harel-group.co.il/insurance/mortgage
עד איזה גיל ניתן לבטח חיים למשכנתא?,נתון משתנה לפי תנאי הפוליסה, מומלץ לבדוק באתר המידע המלא של הראל.,https://www.harel-group.co.il/insurance/mortgage
מהו סכום הביטוח?,הסכום נקבע בהתאם ליתרת המשכנתא ולצרכי המבוטח, בכפוף לתנאי הפוליסה.,https://www.harel-group.co.il/insurance/mortgage
האם ניתן לכלול עוד מבוטחים?,כן — ניתן לכלול מבוטח נוסף בהתאם לפוליסה ("משכנתא זוגית אקסטרה").,https://www.harel-group.co.il/insurance/mortgage
איך ניתן לשלם את דמי הביטוח?,דמי הביטוח משולמים לפי תנאי הפוליסה, בדרך כלל דרך חיוב חודשי באפשרויות שנקבעו.,https://www.harel-group.co.il/insurance/mortgage
האם ניתן לקבל החזר על ביטול פוליסה?,ייתכנו החזרים על פרמיות שלא נוצלו בהתאם לתנאי ביטול הפוליסה.,https://www.harel-group.co.il/insurance/mortgage/information/faq
איך ניתן לצפות במסמכים של הפוליסה?,באזור האישי ניתן לראות ולהוריד את כל המסמכים של פוליסת הביטוח.,https://www.harel-group.co.il/insurance/mortgage/information/faq
כיצד נבדקת הצטרפות חדשה?,הצטרפות כוללת בדיקת פרטים אישיים ומידע רלוונטי לצרכי ביטוח.,https://www.harel-group.co.il/insurance/mortgage/join
מה זה ביטוח משכנתא זוגית אקסטרה?,פוליסה שמכפילה את סכום הביטוח לשני מבוטחים במקרים של אירוע ביטוח.,https://www.harel-group.co.il/insurance/mortgage
האם יש שירות לקוחות ייעודי?,כן — ניתן לפנות לשירות הלקוחות של הראל לכל שאלה בנושא הביטוח.,https://www.harel-group.co.il/insurance/mortgage
מה צריך לעשות כשאני משנה כתובת?,יש לעדכן את הכתובת באזור האישי או דרך שירות הלקוחות.,https://www.harel-group.co.il/insurance/mortgage/information/faq
האם הכיסוי כולל אירועים טבעיים?,כן — הביטוח כולל כיסויים לאירועים טבעיים כגון סערה ורעידת אדמה.,https://www.harel-group.co.il/insurance/mortgage/policies/pages/structural.aspx
מהי תקופת הכיסוי?,תקופת הכיסוי תלויה בתנאי המשכנתא והפוליסה שתבחר, בהתאם לאישור הראל.,https://www.harel-group.co.il/insurance/mortgage
האם הפוליסה כוללת כיסוי לנזקי אש?,כן — כיסוי אש כלול במסגרת ביטוח מבנה המשכנתא.,https://www.harel-group.co.il/insurance/mortgage/policies/pages/structural.aspx
האם ניתן לבחור כיסויי רשלנות?,יש לבדוק את תנאי הפוליסה לגבי כיסויי צד ג' ורשלנות ספציפית.,https://www.harel-group.co.il/insurance/mortgage
האם ניתן לקבל ייעוץ מקצועי?,כן — מומלץ לפנות לסוכן ביטוח או לשירות הלקוחות לקבלת ייעוץ.,https://www.harel-group.co.il/insurance/mortgage/join
